"Geslacht";"Type werkenden";"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Werkzame personen (x 1 000)";"Banen (x 1 000)";"Arbeidsjaren (x 1 000)";"Gewerkte uren (mln uren)"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2009";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2010";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2011";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2012";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2013";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2014";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2015";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2016";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2017*";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B Delfstoffenwinning";"2018*";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2008";"      28";"      36";"      29";"      69"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2009";"      30";"      39";"      30";"      73"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2010";"      30";"      40";"      31";"      72"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2011";"      30";"      40";"      30";"      70"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2012";"      30";"      41";"      32";"      71"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2013";"      31";"      42";"      32";"      71"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2014";"      32";"      43";"      33";"      72"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2015";"      32";"      44";"      34";"      74"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2016";"      33";"      44";"      35";"      79"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2017*";"      33";"      44";"      35";"      79"
"Mannen";"Zelfstandigen";"B-E Nijverheid (geen bouw) en energie";"2018*";"      33";"      45";"      35";"      79"
"Mannen";"Zelfstandigen";"C Industrie";"2008";"      28";"      36";"      28";"      68"
"Mannen";"Zelfstandigen";"C Industrie";"2009";"      29";"      38";"      30";"      72"
"Mannen";"Zelfstandigen";"C Industrie";"2010";"      29";"      39";"      30";"      71"
"Mannen";"Zelfstandigen";"C Industrie";"2011";"      29";"      39";"      29";"      68"
"Mannen";"Zelfstandigen";"C Industrie";"2012";"      30";"      40";"      31";"      69"
"Mannen";"Zelfstandigen";"C Industrie";"2013";"      30";"      40";"      31";"      70"
"Mannen";"Zelfstandigen";"C Industrie";"2014";"      31";"      41";"      32";"      71"
"Mannen";"Zelfstandigen";"C Industrie";"2015";"      31";"      41";"      33";"      72"
"Mannen";"Zelfstandigen";"C Industrie";"2016";"      32";"      42";"      34";"      77"
"Mannen";"Zelfstandigen";"C Industrie";"2017*";"      32";"      42";"      34";"      77"
"Mannen";"Zelfstandigen";"C Industrie";"2018*";"      32";"      43";"      34";"      77"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2008";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2009";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2010";"       0";"       1";"       0";"       0"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2011";"       0";"       1";"       0";"       0"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2012";"       0";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2013";"       0";"       1";"       0";"       0"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2014";"       1";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2015";"       0";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2016";"       0";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2017*";"       0";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"D Energievoorziening";"2018*";"       0";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2008";"       0";"       0";"       0";"       0"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2009";"       0";"       0";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2010";"       0";"       0";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2011";"       0";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2012";"       0";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2013";"       0";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2014";"       1";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2015";"       1";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2016";"       1";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2017*";"       1";"       1";"       0";"       1"
"Mannen";"Zelfstandigen";"E Waterbedrijven en afvalbeheer";"2018*";"       1";"       1";"       1";"       1"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2008";"     138";"     174";"     146";"     311"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2009";"     142";"     177";"     148";"     315"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2010";"     131";"     163";"     137";"     288"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2011";"     135";"     169";"     141";"     294"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2012";"     138";"     172";"     140";"     290"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2013";"     137";"     168";"     139";"     287"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2014";"     142";"     173";"     145";"     297"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2015";"     144";"     179";"     151";"     316"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2016";"     148";"     184";"     157";"     335"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2017*";"     150";"     185";"     158";"     337"
"Mannen";"Zelfstandigen";"F Bouwnijverheid";"2018*";"     152";"     188";"     161";"     339"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2008";"     176";"     226";"     171";"     440"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2009";"     163";"     212";"     160";"     408"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2010";"     166";"     220";"     165";"     418"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2011";"     169";"     230";"     166";"     414"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2012";"     170";"     232";"     167";"     415"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2013";"     167";"     227";"     165";"     405"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2014";"     172";"     233";"     170";"     423"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2015";"     173";"     238";"     177";"     437"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2016";"     173";"     243";"     179";"     435"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2017*";"     174";"     243";"     179";"     436"
"Mannen";"Zelfstandigen";"G-I Handel, vervoer en horeca";"2018*";"     175";"     245";"     180";"     437"
"Mannen";"Zelfstandigen";"G Handel";"2008";"     113";"     143";"     112";"     281"
"Mannen";"Zelfstandigen";"G Handel";"2009";"     104";"     134";"     105";"     261"
"Mannen";"Zelfstandigen";"G Handel";"2010";"     107";"     140";"     108";"     268"
"Mannen";"Zelfstandigen";"G Handel";"2011";"     107";"     144";"     108";"     262"
"Mannen";"Zelfstandigen";"G Handel";"2012";"     107";"     144";"     107";"     258"
"Mannen";"Zelfstandigen";"G Handel";"2013";"     105";"     140";"     105";"     249"
"Mannen";"Zelfstandigen";"G Handel";"2014";"     107";"     144";"     107";"     256"
"Mannen";"Zelfstandigen";"G Handel";"2015";"     107";"     146";"     110";"     265"
"Mannen";"Zelfstandigen";"G Handel";"2016";"     107";"     147";"     111";"     260"
"Mannen";"Zelfstandigen";"G Handel";"2017*";"     107";"     147";"     111";"     260"
"Mannen";"Zelfstandigen";"G Handel";"2018*";"     107";"     147";"     111";"     261"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2008";"      25";"      31";"      22";"      56"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2009";"      23";"      29";"      21";"      51"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2010";"      23";"      29";"      21";"      52"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2011";"      25";"      32";"      22";"      56"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2012";"      26";"      33";"      23";"      61"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2013";"      26";"      33";"      24";"      56"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2014";"      27";"      35";"      25";"      61"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2015";"      27";"      36";"      28";"      67"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2016";"      28";"      39";"      28";"      69"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2017*";"      29";"      39";"      28";"      69"
"Mannen";"Zelfstandigen";"H Vervoer en opslag";"2018*";"      29";"      40";"      29";"      70"
"Mannen";"Zelfstandigen";"I Horeca";"2008";"      38";"      52";"      37";"     103"
"Mannen";"Zelfstandigen";"I Horeca";"2009";"      35";"      49";"      35";"      95"
"Mannen";"Zelfstandigen";"I Horeca";"2010";"      36";"      51";"      36";"      98"
"Mannen";"Zelfstandigen";"I Horeca";"2011";"      37";"      54";"      36";"      95"
"Mannen";"Zelfstandigen";"I Horeca";"2012";"      37";"      54";"      37";"      96"
"Mannen";"Zelfstandigen";"I Horeca";"2013";"      37";"      53";"      37";"     100"
"Mannen";"Zelfstandigen";"I Horeca";"2014";"      38";"      55";"      39";"     106"
"Mannen";"Zelfstandigen";"I Horeca";"2015";"      38";"      56";"      39";"     105"
"Mannen";"Zelfstandigen";"I Horeca";"2016";"      38";"      57";"      40";"     106"
"Mannen";"Zelfstandigen";"I Horeca";"2017*";"      39";"      57";"      40";"     106"
"Mannen";"Zelfstandigen";"I Horeca";"2018*";"      39";"      57";"      40";"     106"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2008";"      26";"      38";"      25";"      59"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2009";"      25";"      38";"      26";"      59"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2010";"      26";"      41";"      28";"      63"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2011";"      28";"      44";"      30";"      68"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2012";"      30";"      46";"      32";"      69"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2013";"      31";"      47";"      33";"      70"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2014";"      32";"      49";"      34";"      73"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2015";"      33";"      51";"      35";"      75"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2016";"      34";"      53";"      37";"      79"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2017*";"      35";"      53";"      38";"      79"
"Mannen";"Zelfstandigen";"J Informatie en communicatie";"2018*";"      35";"      54";"      38";"      79"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2008";"       6";"       7";"       5";"      12"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2009";"       5";"       7";"       5";"      11"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2010";"       5";"       6";"       4";"      11"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2011";"       5";"       7";"       5";"      11"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2012";"       5";"       6";"       4";"      11"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2013";"       4";"       6";"       4";"      10"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2014";"       4";"       6";"       4";"      10"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2015";"       4";"       6";"       4";"      10"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2016";"       4";"       6";"       4";"      10"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2017*";"       5";"       6";"       4";"      10"
"Mannen";"Zelfstandigen";"K Financiële dienstverlening";"2018*";"       5";"       6";"       4";"      10"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2008";"       7";"      11";"       6";"      13"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2009";"       6";"      12";"       6";"      13"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2010";"       7";"      13";"       6";"      14"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2011";"       7";"      14";"       6";"      15"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2012";"       7";"      14";"       7";"      14"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2013";"       7";"      13";"       7";"      15"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2014";"       7";"      13";"       6";"      15"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2015";"       7";"      13";"       7";"      15"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2016";"       7";"      13";"       7";"      15"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2017*";"       7";"      13";"       7";"      15"
"Mannen";"Zelfstandigen";"L Verhuur en handel van onroerend goed";"2018*";"       7";"      13";"       7";"      15"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2008";"     129";"     174";"      98";"     228"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2009";"     125";"     171";"      97";"     223"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2010";"     137";"     189";"     110";"     251"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2011";"     145";"     203";"     118";"     264"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2012";"     150";"     206";"     122";"     267"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2013";"     152";"     208";"     123";"     268"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2014";"     158";"     214";"     127";"     280"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2015";"     159";"     222";"     134";"     296"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2016";"     161";"     226";"     138";"     302"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2017*";"     162";"     227";"     138";"     303"
"Mannen";"Zelfstandigen";"M-N Zakelijke dienstverlening";"2018*";"     163";"     230";"     140";"     304"
